,ID,corredor_armazem,modo_envio,numero_chamadas_cliente,avaliacao_cliente,custo_produto,compras_anteriores,prioridade_produto,genero,desconto,peso_gramas,entregue_no_prazo,performance_prioridade_envio,performance_modo_envio,faixa_desconto,performance_faixa_desconto
174,175,D,Navio,3,3,242,3,baixa,F,51,3935,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
175,176,F,Navio,4,4,150,2,media,M,3,1285,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
176,177,A,Navio,4,5,192,3,alta,M,20,3872,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
177,178,B,Navio,4,5,116,3,media,M,54,1314,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
178,179,C,Navio,3,3,192,3,media,F,2,3995,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
179,180,F,Navio,5,5,255,4,media,M,3,3440,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
180,181,D,Navio,4,1,161,7,media,F,18,1294,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
181,182,F,Navio,4,5,157,3,baixa,M,20,1487,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
183,184,B,Navio,3,5,162,7,media,F,16,1052,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
184,185,C,Navio,3,3,146,2,baixa,M,50,1486,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
185,186,F,Navio,3,2,209,3,media,M,54,3001,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
186,187,D,Navio,5,4,134,2,media,F,55,1386,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
187,188,F,Navio,2,1,222,2,media,M,5,3778,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
188,189,A,Navio,2,5,139,3,baixa,F,27,1233,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
189,190,B,Navio,2,4,134,3,baixa,F,42,1415,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
190,191,C,Navio,2,5,130,3,baixa,M,16,1092,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
192,193,D,Navio,2,4,140,3,baixa,F,7,1411,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
193,194,F,Navio,2,2,158,3,baixa,M,28,1968,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
194,195,A,Navio,4,2,270,4,baixa,F,46,1736,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
195,196,B,Navio,2,5,140,3,baixa,F,30,1030,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
196,197,C,Navio,2,2,135,3,baixa,M,15,1339,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
197,198,F,Navio,2,3,136,3,baixa,F,19,1568,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
198,199,D,Navio,2,3,142,3,media,F,38,7640,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
199,200,F,Navio,2,2,154,3,media,M,38,7846,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
200,201,A,Navio,2,3,139,3,baixa,M,9,1471,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
201,202,B,Navio,2,3,160,3,baixa,F,43,1251,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
202,203,C,Navio,2,4,134,3,baixa,M,58,1067,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
203,204,F,Navio,5,3,161,5,alta,M,48,1883,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
204,205,D,Navio,2,5,155,3,baixa,M,23,1602,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
205,206,F,Navio,2,3,145,3,media,F,24,7588,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
206,207,A,Navio,2,2,157,3,baixa,M,1,1477,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
207,208,B,Navio,2,2,160,3,baixa,M,48,1691,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
208,209,C,Navio,2,4,152,3,baixa,M,55,1498,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
209,210,F,Navio,2,5,148,3,alta,F,11,1502,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
210,211,D,Navio,2,1,127,3,baixa,F,15,1522,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
211,212,F,Navio,2,5,154,3,baixa,F,21,1113,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
212,213,A,Navio,2,5,127,3,baixa,M,44,1341,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
213,214,B,Navio,2,5,160,3,media,F,31,7401,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
214,215,C,Navio,2,4,129,3,baixa,F,48,1219,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
215,216,F,Navio,2,5,158,3,baixa,F,40,1722,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
216,217,D,Navio,4,3,185,3,media,M,3,3131,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
218,219,A,Navio,3,4,148,3,baixa,M,37,1523,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
219,220,B,Navio,3,5,270,3,baixa,M,60,3885,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
220,221,C,Navio,3,4,242,3,baixa,M,29,2381,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
221,222,F,Navio,4,3,150,2,media,M,31,1588,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
222,223,D,Navio,4,2,192,3,alta,M,4,2061,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
223,224,F,Navio,4,5,116,3,media,F,9,1314,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
224,225,A,Navio,3,4,192,3,media,F,31,3331,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
225,226,B,Navio,5,4,255,4,media,F,38,2771,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
227,228,F,Navio,4,2,157,3,baixa,F,48,1393,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
229,230,F,Navio,3,3,162,7,media,F,42,1278,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
230,231,A,Navio,3,1,146,2,baixa,F,54,1528,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
231,232,B,Navio,3,4,209,3,media,F,60,2240,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
232,233,C,Navio,5,5,134,2,media,M,53,1088,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
233,234,F,Navio,2,1,222,2,media,M,58,3626,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
234,235,D,Navio,2,1,139,3,baixa,F,39,1582,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
235,236,F,Navio,2,2,134,3,baixa,M,38,1352,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
236,237,A,Navio,2,3,130,3,baixa,F,48,1801,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
237,238,B,Navio,2,2,133,3,baixa,M,5,1268,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
238,239,C,Navio,2,3,140,3,baixa,F,23,1372,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
239,240,F,Navio,2,3,158,3,baixa,M,10,1515,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
241,242,F,Navio,2,4,140,3,baixa,F,33,1278,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
242,243,A,Navio,2,2,135,3,baixa,M,58,1734,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
243,244,B,Navio,2,4,136,3,baixa,M,43,1958,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
244,245,C,Navio,2,1,142,3,media,F,8,6064,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
245,246,F,Navio,2,4,154,3,media,F,48,7684,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
246,247,D,Navio,2,3,139,3,baixa,F,3,1788,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
247,248,F,Caminhao,2,4,160,3,baixa,F,50,1030,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
248,249,A,Caminhao,2,2,134,3,baixa,F,38,1530,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
249,250,B,Caminhao,5,5,161,5,alta,F,54,1511,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
250,251,C,Caminhao,2,3,155,3,baixa,F,45,1639,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
251,252,F,Caminhao,2,2,145,3,media,F,5,6102,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
252,253,D,Caminhao,2,1,157,3,baixa,M,58,1930,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
253,254,F,Caminhao,2,5,160,3,baixa,F,19,1399,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
254,255,A,Caminhao,2,2,152,3,baixa,F,61,1800,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
255,256,B,Caminhao,2,2,148,3,alta,F,35,1349,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
256,257,C,Caminhao,2,2,127,3,baixa,M,13,1128,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
257,258,F,Caminhao,2,2,129,3,media,F,22,6614,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
258,259,D,Caminhao,2,3,158,3,baixa,F,13,1245,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
259,260,F,Caminhao,2,4,147,3,baixa,M,5,1920,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
260,261,A,Caminhao,2,5,159,3,baixa,F,49,1621,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
261,262,B,Caminhao,2,3,151,3,baixa,F,23,1930,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
262,263,C,Caminhao,3,1,294,4,baixa,F,52,1089,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
263,264,F,Caminhao,3,2,226,2,media,M,45,1446,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
264,265,D,Caminhao,5,3,271,5,alta,M,9,1813,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
265,266,F,Caminhao,7,2,203,5,media,F,61,1856,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
266,267,A,Caminhao,2,3,264,4,baixa,F,10,1648,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
267,268,B,Caminhao,4,1,258,3,media,M,36,2211,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
268,269,C,Caminhao,3,5,241,3,baixa,F,21,3078,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
269,270,F,Aviao,4,5,208,3,media,M,23,2056,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
270,271,D,Aviao,3,2,209,5,media,F,12,3054,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
271,272,F,Aviao,5,1,182,2,media,F,23,2707,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
272,273,A,Aviao,4,5,148,2,media,F,43,1087,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
273,274,B,Aviao,2,3,183,2,media,F,52,3199,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
274,275,C,Aviao,3,5,229,6,media,M,22,2717,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
275,276,F,Aviao,5,5,115,5,baixa,F,26,1692,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
277,278,F,Aviao,4,4,212,3,baixa,M,21,3307,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
278,279,A,Aviao,4,3,171,3,baixa,F,24,1304,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
279,280,B,Aviao,3,1,151,2,baixa,M,60,1925,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
280,281,C,Aviao,3,1,205,3,media,M,39,3062,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
281,282,F,Aviao,5,4,147,3,media,M,23,1132,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
282,283,D,Aviao,3,3,155,3,baixa,F,29,1712,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
283,284,F,Aviao,5,4,165,3,baixa,F,20,1150,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
284,285,A,Aviao,5,5,230,3,baixa,F,32,3249,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
285,286,B,Aviao,2,4,181,4,media,M,13,2309,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
286,287,C,Aviao,5,3,234,2,baixa,F,55,3308,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
287,288,F,Aviao,4,4,149,3,baixa,M,34,1977,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
288,289,D,Aviao,5,5,156,2,baixa,M,44,1561,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
289,290,F,Aviao,4,2,172,3,media,F,59,1858,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
290,291,A,Aviao,4,4,270,3,baixa,M,12,3279,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
291,292,B,Navio,4,1,206,3,media,M,23,3807,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
292,293,C,Navio,4,3,211,4,media,M,40,3106,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
294,295,D,Navio,5,1,186,2,alta,F,52,3981,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
296,297,A,Navio,4,2,183,3,media,F,12,3646,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
297,298,B,Navio,4,4,232,2,baixa,M,36,2861,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
298,299,C,Navio,4,2,147,4,media,M,52,1129,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
299,300,F,Navio,4,3,136,3,media,M,20,1531,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
300,301,D,Navio,5,3,127,3,baixa,F,43,1446,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
301,302,F,Navio,4,5,202,2,media,M,35,3695,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
302,303,A,Navio,3,4,241,2,baixa,M,57,3671,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
303,304,B,Navio,4,3,222,2,media,M,55,3833,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
304,305,C,Navio,3,2,183,4,media,F,12,2777,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
305,306,F,Navio,4,4,249,3,media,F,36,3769,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
306,307,D,Navio,3,1,243,4,alta,M,59,3838,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
307,308,F,Navio,3,3,163,3,media,M,9,1257,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
308,309,A,Navio,4,2,165,2,alta,M,11,1596,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
309,310,B,Navio,5,5,266,3,media,F,53,3089,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
310,311,C,Navio,3,4,193,2,media,M,48,3909,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
311,312,F,Navio,3,2,154,3,baixa,F,56,1136,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
312,313,D,Navio,3,3,140,3,media,M,51,1046,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
313,314,F,Navio,4,3,272,3,media,M,38,3705,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
314,315,A,Navio,4,2,143,6,media,M,20,1654,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
315,316,B,Navio,4,2,138,3,baixa,F,30,1805,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
316,317,C,Navio,4,2,238,2,alta,M,17,3358,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
317,318,F,Navio,4,5,273,4,media,F,31,2373,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
318,319,D,Navio,3,1,200,2,media,M,27,2551,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
